종가,오픈,고가,저가
1091.35,1097.66,1097.66,1090.2
1090.32,1091.55,1091.75,1089.57
1090.67,1090.32,1093.04,1090.14
1091.65,1091.65,1093.5,1091.05
1091.0,1090.9,1093.15,1090.9
1090.22,1091.2,1092.3,1090.07
1087.0,1090.32,1091.1,1085.45
1089.37,1088.2,1091.67,1086.8
1088.0,1089.47,1093.05,1087.2
1090.0,1087.75,1090.4,1087.25
1089.84,1090.15,1091.4,1088.9
1086.5,1089.94,1089.94,1085.1
1088.71,1086.4,1089.22,1086.2
1092.5,1088.81,1092.7,1087.3
1086.5,1092.5,1092.5,1086.1
1083.08,1086.5,1086.5,1081.3
1082.5,1083.08,1084.85,1081.9
1085.61,1082.4,1086.2,1080.4
1085.55,1085.76,1087.45,1084.55
1086.02,1084.3,1086.37,1084.2
1086.57,1086.02,1086.82,1083.8
1085.5,1086.57,1088.77,1084.5
1083.3,1085.5,1085.75,1083.3
1082.5,1083.9,1085.1,1082.5
1083.35,1082.2,1084.8,1082.1
1084.01,1083.35,1085.0,1083.35
1082.69,1084.01,1084.6,1081.05
1083.5,1082.69,1084.37,1082.3
1082.06,1083.3,1084.45,1081.5
1077.68,1081.81,1081.81,1077.68
1075.25,1077.83,1078.1,1075.13
1073.6,1074.65,1077.55,1073.5
1074.35,1071.85,1074.75,1071.25
1075.19,1073.35,1075.45,1073.35
1072.5,1074.4,1074.4,1072.5
1073.0,1070.45,1073.55,1070.45
1072.5,1073.25,1073.25,1071.82
1074.6,1072.3,1075.2,1072.1
1075.9,1074.8,1076.65,1074.3
1073.5,1075.9,1076.5,1073.5
1073.5,1073.5,1073.5,1073.5
1073.5,1073.5,1074.85,1073.2
1072.51,1073.5,1074.65,1071.72
1067.64,1072.51,1072.51,1067.24
1063.64,1067.54,1067.54,1063.18
1063.64,1063.64,1063.64,1063.64
1063.5,1066.1,1066.4,1063.3
1063.2,1063.55,1064.85,1061.15
1062.39,1063.2,1065.25,1062.25
1063.21,1062.39,1065.05,1060.45
1064.15,1063.16,1064.35,1062.3
1060.65,1064.3,1064.3,1060.2
1058.57,1060.65,1063.25,1058.42
1056.49,1058.67,1058.67,1054.75
1056.5,1056.54,1056.94,1055.9
1057.57,1056.45,1058.07,1054.75
1058.8,1057.57,1060.5,1056.25
1057.99,1058.53,1059.97,1056.58
1058.35,1058.17,1058.75,1055.25
1064.35,1058.5,1064.55,1057.5
1063.66,1064.7,1068.65,1061.75
1067.19,1062.98,1067.57,1062.97
1069.15,1067.87,1070.85,1066.55
1075.58,1068.55,1075.58,1068.55
1091.92,1076.03,1094.4,1076.03
1084.12,1091.62,1093.6,1082.3
1086.3,1084.17,1087.82,1079.05
1088.26,1086.8,1091.85,1086.8
1095.19,1087.71,1098.55,1086.3
1089.8,1097.45,1097.45,1083.65
1086.87,1090.05,1092.1,1084.0
1089.5,1086.67,1091.9,1083.9
1090.4,1089.25,1091.25,1087.15
1096.0,1090.65,1097.4,1090.2
1096.0,1096.0,1096.0,1096.0
1093.38,1095.75,1098.15,1089.65
1086.67,1084.75,1089.65,1084.75
1085.54,1086.22,1087.0,1083.3
1079.0,1086.14,1086.14,1077.4
1083.71,1078.4,1085.6,1078.4
1080.5,1083.81,1083.81,1079.87
1080.68,1080.7,1080.75,1076.7
1087.25,1080.43,1087.25,1080.43
1085.73,1087.5,1090.5,1084.5
1086.5,1085.53,1089.65,1085.05
1090.27,1086.85,1090.86,1086.85
1084.88,1089.62,1089.62,1083.2
1084.35,1085.13,1085.13,1081.15
1084.65,1084.65,1084.65,1084.65
1091.01,1084.25,1093.85,1084.25
1086.63,1091.01,1091.01,1085.75
1084.76,1086.48,1086.48,1082.1
1087.74,1084.81,1088.25,1084.81
1089.6,1087.94,1092.95,1085.35
1094.45,1089.7,1103.05,1089.7
1095.53,1094.15,1098.25,1093.15
1098.67,1095.53,1099.8,1095.53
1107.78,1098.62,1110.7,1098.62
1110.64,1108.03,1114.15,1106.15
1114.56,1110.64,1117.35,1110.64
1113.33,1114.51,1114.51,1107.3
1116.03,1113.38,1120.35,1113.38
1116.2,1115.6,1118.1,1114.3
1119.35,1115.55,1119.45,1115.45
1111.5,1119.7,1119.7,1110.2
1107.82,1111.45,1113.25,1104.15
1111.9,1107.87,1112.26,1106.0
1113.44,1111.7,1115.4,1108.5
1111.35,1113.44,1115.0,1110.1
1114.72,1111.53,1117.28,1111.53
1118.17,1114.55,1118.79,1110.1
1117.88,1118.49,1123.92,1116.28
1124.93,1117.8,1126.05,1117.8
1137.68,1124.93,1138.43,1123.65
1142.76,1137.68,1142.96,1134.25
1139.5,1142.53,1145.3,1135.3
1135.55,1139.2,1141.4,1135.1
1129.87,1130.55,1132.55,1126.05
1129.5,1129.72,1133.5,1128.3
1119.94,1129.45,1131.5,1118.03
1113.95,1120.04,1124.85,1113.95
1121.03,1113.95,1122.63,1110.45
1119.78,1120.82,1125.7,1118.2
1119.48,1119.93,1123.15,1115.85
1119.86,1119.38,1124.65,1118.75
1119.62,1119.86,1122.95,1116.65
1117.14,1119.62,1121.15,1117.14
1111.8,1117.24,1117.24,1111.38
1111.23,1112.0,1112.75,1107.55
1104.24,1111.03,1111.03,1104.24
1101.61,1103.25,1104.65,1100.55
1101.25,1101.91,1102.89,1100.9
1102.53,1100.6,1102.75,1098.15
1097.5,1102.58,1102.7,1095.82
1094.98,1097.35,1097.35,1092.35
1090.3,1094.93,1096.0,1090.07
1086.5,1090.5,1090.5,1086.4
1091.98,1086.35,1092.48,1082.15
1106.15,1091.78,1107.65,1091.78
1113.27,1106.15,1116.75,1106.15
1110.07,1113.57,1114.25,1106.45
1114.82,1109.82,1115.3,1109.82
1117.74,1114.82,1118.18,1112.5
1118.27,1118.49,1118.49,1117.28
1117.91,1117.55,1120.53,1115.82
1111.5,1118.69,1118.69,1110.8
1114.05,1110.7,1114.27,1110.7
1128.8,1114.3,1129.3,1114.3
1128.22,1129.0,1131.95,1123.45
1122.6,1127.92,1130.1,1120.75
1128.27,1122.45,1128.27,1119.6
1132.45,1128.39,1134.03,1128.39
1129.03,1132.58,1132.58,1126.55
1131.26,1129.33,1131.3,1124.25
1120.09,1131.26,1131.26,1118.11
1123.36,1119.79,1123.54,1119.45
1119.0,1123.42,1125.5,1115.25
1119.1,1118.75,1119.1,1118.55
1117.62,1119.35,1119.35,1107.05
1128.14,1118.12,1128.6,1118.12
1133.01,1127.64,1138.15,1127.64
1128.26,1133.01,1135.35,1127.25
1130.25,1128.76,1137.35,1128.76
1127.7,1129.8,1131.5,1125.3
1127.97,1127.85,1130.25,1126.49
1134.69,1127.77,1135.03,1127.45
1130.95,1134.99,1136.25,1130.6
1146.1,1130.4,1146.65,1130.4
1156.62,1155.12,1160.12,1151.72
1162.01,1156.62,1163.51,1154.43
1153.63,1162.04,1163.85,1153.0
1156.0,1153.68,1157.2,1150.2
1148.14,1155.45,1155.45,1148.14
1142.4,1148.64,1148.64,1141.95
1135.62,1141.9,1145.15,1131.35
1135.0,1135.62,1135.62,1129.55
1141.4,1135.0,1145.12,1135.0
1139.84,1141.4,1142.65,1138.15
1142.35,1140.09,1145.0,1137.6
1148.39,1142.1,1153.0,1142.1
1142.11,1148.87,1148.87,1140.17
1135.38,1142.24,1143.85,1135.25
1124.53,1134.95,1134.95,1122.32
1124.4,1124.56,1125.85,1119.45
1122.07,1124.38,1126.43,1120.72
1114.91,1121.99,1123.15,1114.25
1117.31,1114.97,1122.0,1114.85
1124.85,1117.51,1128.15,1117.51
1120.88,1124.65,1127.55,1120.25
1118.91,1120.88,1120.88,1117.75
1117.38,1115.72,1118.23,1115.53
1116.0,1117.25,1117.25,1112.8
1116.5,1116.05,1119.75,1115.45
1113.21,1116.5,1116.5,1110.05
1112.66,1113.11,1113.11,1108.55
1116.51,1113.06,1116.96,1111.85
1123.7,1116.11,1123.8,1115.75
1123.5,1123.75,1124.13,1118.9
1124.3,1123.2,1127.7,1122.85
1114.12,1124.47,1124.47,1113.03
1114.16,1113.85,1116.15,1111.85
1115.37,1114.26,1120.25,1113.35
1112.7,1115.37,1115.95,1112.15
1111.5,1112.75,1113.8,1107.3
1114.22,1111.45,1114.87,1110.75
1118.82,1114.72,1119.17,1114.72
1118.5,1118.37,1121.5,1118.37
1118.5,1118.5,1118.53,1118.03
1113.49,1118.45,1118.45,1112.55
1118.63,1113.79,1118.63,1111.65
1120.8,1118.18,1124.1,1117.7
1118.91,1121.45,1121.45,1116.65
1121.37,1118.41,1127.0,1118.41
1113.93,1121.0,1121.15,1113.93
1113.0,1113.4,1114.2,1112.28
1117.53,1113.25,1117.86,1113.25
1114.85,1117.38,1120.3,1114.85
1112.79,1113.5,1114.4,1109.0
1110.02,1112.79,1112.79,1108.7
1098.77,1110.02,1110.02,1098.54
1098.7,1099.12,1099.2,1094.55
1094.37,1098.35,1103.0,1094.2
1097.69,1094.12,1099.75,1089.45
1092.5,1097.94,1099.1,1092.5
1087.0,1092.1,1092.1,1086.6
1086.37,1087.75,1089.15,1082.25
1086.21,1085.87,1090.05,1083.75
1083.22,1086.21,1086.21,1081.75
1086.33,1083.22,1088.55,1082.75
1081.79,1086.33,1086.33,1081.25
1082.6,1081.79,1086.95,1081.79
1081.85,1082.6,1082.85,1081.85
1071.48,1070.4,1071.48,1070.4
1076.47,1076.85,1077.85,1076.47
1074.35,1076.47,1078.45,1073.65
1074.8,1074.35,1076.85,1072.21
1076.87,1074.8,1079.45,1074.8
1075.65,1076.87,1076.87,1072.75
1074.83,1075.65,1078.75,1072.65
1074.53,1075.33,1078.75,1074.23
1073.5,1074.08,1076.5,1072.9
1074.47,1073.39,1076.65,1072.75
1072.0,1075.02,1075.02,1072.0
1071.5,1071.5,1074.3,1070.09
1071.5,1071.5,1072.3,1068.7
1075.1,1071.95,1076.55,1071.15
1075.93,1074.6,1076.18,1074.6
1071.64,1075.93,1077.25,1071.64
1071.4,1071.64,1072.55,1069.05
1071.7,1071.5,1073.95,1070.95
1064.78,1071.6,1071.8,1064.15
1067.22,1065.28,1069.65,1065.28
1062.83,1066.72,1067.25,1062.4
1060.5,1062.88,1062.9,1060.5
1062.25,1060.95,1063.85,1060.35
1057.9,1062.25,1064.85,1057.9
1058.4,1058.04,1059.07,1055.75
1062.83,1058.26,1062.83,1055.05
1062.5,1062.38,1064.15,1060.88
1061.7,1062.85,1063.85,1061.05
1062.63,1061.3,1062.88,1060.35
1059.42,1063.03,1063.5,1059.04
1061.28,1059.02,1061.6,1059.02
1061.36,1061.28,1064.75,1060.75
1062.63,1061.16,1063.5,1061.16
1061.48,1062.83,1063.35,1060.4
1060.22,1061.48,1063.95,1060.22
1063.42,1060.72,1063.85,1060.25
1062.57,1062.92,1065.55,1062.55
1072.5,1062.62,1072.9,1062.62
1073.25,1072.6,1074.09,1069.4
1071.01,1073.1,1074.55,1070.89
1068.66,1071.01,1071.01,1066.35
1062.8,1068.66,1069.05,1062.8
1055.29,1062.8,1062.8,1055.04
1055.31,1055.29,1058.05,1054.9
1056.83,1055.41,1058.65,1054.95
1062.12,1056.9,1064.42,1056.9
1061.44,1061.95,1063.25,1060.2
1060.12,1060.78,1063.18,1058.68
1060.52,1059.8,1062.05,1058.95
1061.05,1060.05,1061.85,1059.65
1061.4,1063.65,1065.25,1060.75
1058.21,1060.65,1060.95,1058.21
1058.5,1058.26,1059.1,1056.8
1061.22,1058.88,1063.88,1058.88
1061.75,1061.35,1063.1,1060.8
1058.72,1061.2,1062.05,1058.72
1057.0,1059.27,1059.9,1056.87
1052.95,1052.65,1054.55,1052.05
1052.0,1052.9,1054.2,1051.8
1052.12,1051.53,1053.72,1051.03
1051.5,1054.35,1056.05,1051.37
1053.35,1052.35,1054.25,1052.35
1053.0,1054.9,1055.1,1051.9
1050.9,1052.05,1052.35,1050.65
1052.25,1052.8,1053.3,1051.4
1059.73,1054.45,1062.65,1053.25
1061.8,1061.45,1064.25,1060.05
1060.5,1061.9,1062.7,1059.9
1060.2,1061.35,1061.95,1059.75
1060.2,1060.2,1060.2,1060.2
1059.25,1059.75,1060.55,1057.55
1054.67,1057.85,1059.05,1053.75
1055.72,1054.28,1057.07,1053.78
1050.5,1048.27,1050.5,1046.52
1050.5,1050.5,1050.5,1050.5
1050.55,1051.15,1052.45,1048.45
1055.5,1052.4,1057.4,1051.9
1065.46,1055.85,1068.05,1055.05
1069.5,1065.7,1071.8,1063.9
1065.7,1068.65,1070.35,1063.95
1063.0,1069.4,1070.2,1061.8
1061.77,1063.35,1065.55,1060.85
1057.0,1056.4,1058.2,1055.9
1059.4,1057.1,1060.0,1056.8
1063.6,1062.9,1064.6,1061.3
1063.5,1065.2,1065.9,1063.0
1061.8,1061.9,1063.0,1060.3
1063.77,1062.05,1065.65,1062.05
1065.3,1063.65,1065.55,1062.85
1067.55,1069.25,1070.25,1066.65
1073.55,1067.75,1074.55,1067.75
1080.35,1075.15,1080.55,1073.85
1083.8,1085.0,1087.5,1081.5
1079.59,1079.35,1081.45,1077.75
1070.05,1073.05,1074.05,1068.05
1080.5,1081.11,1081.11,1080.36
1081.31,1081.06,1081.31,1081.06
1084.75,1080.4,1085.6,1078.4
1084.0,1087.4,1090.1,1081.8
1078.0,1076.4,1083.0,1075.4
1079.05,1076.15,1079.55,1073.65
1075.0,1075.4,1077.4,1073.8
1072.8,1074.4,1074.8,1070.3
1070.9,1073.0,1073.5,1070.4
1062.59,1065.25,1068.05,1061.95
1066.25,1061.4,1066.9,1061.1
1063.5,1062.5,1064.1,1060.4
1060.45,1058.15,1062.25,1058.15
1065.5,1059.6,1066.7,1059.6
1065.7,1064.35,1069.55,1064.35
1072.2,1065.7,1073.8,1065.7
1073.0,1073.9,1076.7,1072.0
1074.5,1075.4,1078.8,1074.4
1074.0,1069.9,1074.0,1069.4
1065.97,1073.45,1074.75,1064.35
1069.8,1069.85,1072.35,1066.05
1066.46,1064.65,1068.95,1063.75
1070.18,1072.68,1075.38,1068.97
1071.45,1071.15,1073.55,1069.95
1071.3,1068.15,1072.65,1067.75
1064.55,1071.25,1073.25,1064.05
1065.15,1063.35,1065.3,1060.85
1067.3,1064.6,1067.6,1064.5
1065.58,1066.95,1067.15,1063.25
1070.65,1069.75,1070.95,1067.45
1070.0,1067.5,1070.5,1067.0
1071.23,1068.4,1073.7,1068.4
1067.75,1072.25,1074.05,1067.75
1069.5,1067.5,1070.2,1066.1
1070.68,1069.3,1072.7,1068.3
1077.23,1076.55,1077.85,1074.45
1080.0,1078.1,1083.2,1077.9
1077.8,1079.1,1082.1,1077.6
1079.5,1077.3,1080.7,1076.3
1075.1,1075.3,1076.8,1073.9
1071.9,1074.75,1076.15,1070.85
1070.0,1067.9,1070.9,1067.9
1064.9,1066.35,1067.55,1064.15
1058.5,1061.8,1062.8,1058.5
1057.65,1056.85,1058.25,1055.75
1058.0,1057.9,1059.8,1057.4
1054.3,1057.75,1058.65,1053.45
1055.57,1051.3,1056.3,1051.3
1052.35,1055.15,1055.25,1052.15
1041.5,1046.55,1046.65,1040.15
1040.15,1036.35,1041.05,1031.45
1035.65,1039.65,1042.95,1033.55
1039.69,1039.3,1040.7,1037.4
1041.3,1039.8,1044.2,1039.8
1038.6,1041.2,1044.9,1037.4
1038.5,1035.4,1039.8,1034.5
1038.0,1039.05,1039.55,1036.35
1039.01,1037.85,1039.55,1037.05
1037.9,1038.95,1042.25,1037.35
1039.6,1038.65,1041.35,1038.15
1039.75,1039.15,1039.75,1036.55
1041.2,1037.75,1041.55,1037.05
1035.15,1038.85,1040.15,1035.05
1030.28,1032.35,1033.55,1030.28
1033.5,1031.15,1034.35,1030.65
1033.5,1033.5,1033.5,1033.5
1030.12,1031.22,1033.12,1030.12
1030.12,1030.12,1030.12,1030.12
1030.12,1030.12,1030.12,1030.12
1022.55,1026.05,1027.35,1022.55
1022.7,1023.2,1025.2,1022.1
1024.2,1022.45,1024.95,1020.85
1024.58,1026.3,1026.3,1023.9
1022.5,1023.3,1024.1,1021.9
1027.9,1022.2,1028.6,1021.5
1025.05,1027.15,1028.45,1025.05
1023.82,1027.3,1027.7,1023.82
1022.5,1023.9,1025.0,1022.4
1025.5,1021.9,1028.2,1021.8
1027.1,1024.9,1028.7,1024.6
1024.75,1026.95,1026.95,1024.55
1024.85,1024.2,1025.7,1023.4
1024.3,1024.55,1025.05,1023.95
1024.0,1024.3,1025.0,1023.6
1022.25,1024.25,1024.55,1021.45
1020.9,1021.4,1023.1,1020.4
1020.8,1019.2,1022.0,1018.4
1024.5,1021.2,1025.5,1021.0
1023.5,1024.8,1026.2,1023.3
1023.5,1023.5,1023.5,1023.5
1020.5,1025.3,1026.0,1020.2
1019.95,1019.95,1019.95,1019.95
1016.75,1019.8,1020.1,1016.0
1017.2,1016.15,1018.05,1015.55
1015.8,1016.1,1017.3,1015.6
1017.7,1017.0,1018.7,1015.9
1018.05,1017.35,1018.95,1017.3
1020.5,1018.5,1020.7,1018.5
1022.0,1021.15,1023.15,1020.65
1023.12,1023.58,1024.38,1022.73
1018.92,1017.3,1019.4,1017.3
1021.21,1019.2,1021.35,1018.8
1019.0,1019.9,1020.5,1018.2
1019.0,1018.9,1019.8,1018.1
1019.95,1018.8,1021.7,1018.8
1016.7,1018.1,1018.4,1016.3
1014.12,1016.48,1016.77,1013.88
1012.0,1013.4,1014.1,1011.1
1010.88,1012.02,1013.02,1010.88
1009.6,1010.75,1011.2,1009.3
1009.25,1009.3,1011.0,1008.4
1009.45,1009.15,1010.25,1008.85
1011.5,1008.4,1011.85,1008.4
1011.9,1011.5,1012.4,1011.0
1012.25,1012.35,1013.05,1011.85
1013.5,1009.4,1013.9,1009.4
1019.05,1015.75,1021.05,1015.25
1019.35,1019.7,1020.6,1017.8
1027.0,1018.85,1028.65,1018.85
1032.15,1027.65,1036.15,1027.65
1029.2,1028.55,1033.65,1025.75
1029.5,1034.2,1035.2,1028.3
1027.05,1029.0,1029.5,1026.2
1024.6,1025.3,1026.6,1023.7
1024.2,1023.6,1024.4,1022.3
1029.45,1024.2,1030.4,1024.2
1026.05,1030.95,1032.65,1026.05
1026.25,1026.9,1027.6,1023.8
1025.05,1025.3,1026.1,1023.6
1024.75,1027.25,1027.55,1022.25
1028.0,1026.65,1028.0,1024.55
1037.75,1033.3,1038.25,1030.9
1033.35,1031.7,1034.5,1029.4
1028.2,1030.7,1033.1,1028.2
1034.0,1034.55,1035.55,1032.75
1037.0,1033.05,1037.85,1031.05
1036.55,1036.55,1041.25,1034.05
1030.4,1030.8,1033.2,1028.6
1027.15,1029.65,1030.25,1026.05
1030.25,1027.25,1030.3,1026.85
1021.2,1029.65,1031.45,1020.65
1021.2,1021.2,1021.2,1021.2
1017.6,1018.15,1019.95,1015.55
1017.95,1016.65,1019.35,1016.55
1022.85,1019.65,1022.85,1018.95
1023.65,1023.15,1024.85,1022.45
1018.0,1021.2,1022.3,1017.2
1020.05,1019.2,1023.2,1019.2
1016.65,1018.1,1019.9,1016.4
1014.35,1015.3,1016.0,1013.8
1015.1,1013.75,1015.1,1012.95
1014.1,1015.15,1016.85,1013.05
1013.05,1013.55,1015.95,1013.05
1018.6,1013.1,1018.9,1012.3
1019.95,1018.6,1022.2,1016.3
1019.1,1018.3,1019.3,1017.3
1024.65,1023.3,1027.5,1022.8
1024.25,1024.25,1027.35,1024.25
1034.72,1034.62,1034.72,1034.22
1034.4,1034.5,1034.75,1034.0
1035.97,1032.14,1036.59,1031.84
1035.3,1036.2,1041.2,1034.8
1038.5,1038.7,1041.6,1036.7
1036.2,1038.05,1038.05,1032.15
1034.9,1032.1,1035.5,1032.1
1043.95,1043.45,1043.95,1040.05
1044.2,1044.05,1048.45,1042.15
1041.0,1041.8,1043.6,1039.1
1040.15,1043.15,1045.15,1038.15
1040.02,1040.45,1041.75,1038.25
1043.65,1040.45,1044.65,1040.45
1044.35,1043.35,1044.65,1041.15
1053.4,1048.15,1054.45,1048.05
1054.95,1055.9,1057.4,1051.8
1062.95,1057.05,1064.65,1057.05
1061.35,1061.05,1064.05,1057.35
1061.35,1061.35,1061.35,1061.35
1068.9,1074.95,1074.95,1067.85
1069.65,1063.95,1070.55,1062.75
1075.4,1067.0,1077.05,1067.0
1063.6,1075.4,1075.65,1063.32
1074.1,1063.6,1076.07,1063.6
1067.1,1074.1,1074.9,1066.15
1065.78,1066.74,1068.82,1062.1
1060.97,1065.58,1069.9,1058.13
1061.07,1060.15,1067.81,1057.35
1063.37,1061.02,1067.5,1061.0
1056.2,1063.67,1064.5,1056.2
1055.3,1056.25,1057.4,1052.9
1053.74,1055.3,1056.4,1050.92
1060.5,1053.73,1060.9,1052.75
1057.5,1060.5,1062.8,1055.58
1051.03,1056.7,1057.55,1050.61
1048.03,1051.75,1052.58,1047.5
1054.19,1047.87,1055.48,1044.7
1054.67,1053.68,1059.84,1053.25
1073.6,1054.66,1075.1,1053.7
1083.15,1082.79,1083.81,1072.15
1078.09,1083.18,1083.84,1076.41
1090.54,1079.2,1093.68,1078.9
1091.0,1089.02,1091.94,1084.02
1086.84,1090.52,1095.52,1085.52
1090.29,1090.08,1090.58,1083.83
1094.72,1090.07,1099.37,1087.42
1095.66,1094.78,1103.5,1091.92
1096.68,1095.55,1100.3,1092.26
1100.84,1096.32,1105.71,1095.93
1100.93,1100.17,1104.87,1092.67
1100.85,1101.08,1102.5,1095.85
1113.8,1100.7,1114.25,1099.62
1111.91,1113.8,1118.15,1110.4
1111.25,1111.73,1116.4,1107.0
1114.02,1111.19,1118.15,1109.4
1110.22,1113.97,1117.1,1109.0
1103.74,1110.16,1110.6,1103.59
1100.32,1103.77,1104.6,1096.96
1113.17,1100.09,1113.27,1099.68
1110.09,1113.02,1120.63,1106.04
1115.32,1109.9,1116.48,1104.5
1116.11,1115.32,1118.8,1111.2
1112.36,1116.08,1118.8,1110.94
1121.6,1112.11,1122.11,1110.52
1112.06,1122.15,1122.5,1110.82
1104.93,1112.06,1115.7,1102.15
1101.62,1104.93,1109.4,1100.0
1102.85,1101.62,1104.11,1096.3
1104.35,1102.55,1107.0,1100.66
1097.77,1103.8,1106.4,1097.7
1081.01,1097.77,1099.8,1079.2
1097.16,1081.01,1099.5,1080.91
1099.74,1097.83,1106.6,1095.63
1100.11,1099.74,1104.3,1097.26
1100.12,1100.01,1100.9,1094.46
1106.57,1100.12,1107.77,1097.46
1104.35,1106.57,1107.44,1101.53
1101.85,1104.35,1104.61,1101.61
1099.8,1101.75,1102.9,1097.9
1100.3,1098.6,1100.88,1097.3
1096.92,1100.3,1101.11,1094.89
1093.9,1096.92,1096.96,1087.67
1092.45,1093.9,1094.28,1092.45
1106.92,1092.73,1107.27,1092.03
1109.93,1106.9,1112.6,1105.16
1099.0,1109.93,1110.2,1096.75
1098.74,1099.0,1103.95,1095.1
1095.51,1098.74,1102.0,1094.89
1085.82,1095.51,1097.1,1085.32
1082.72,1085.11,1088.1,1080.9
1078.78,1082.72,1086.6,1077.42
1082.85,1078.78,1086.32,1076.76
1075.69,1082.85,1087.7,1074.38
1079.07,1075.87,1081.6,1073.81
1079.4,1079.3,1084.8,1076.84
1088.02,1079.4,1089.81,1079.15
1082.3,1088.02,1092.1,1081.0
1085.24,1082.3,1089.4,1081.91
1077.51,1085.24,1088.1,1076.08
1080.7,1078.28,1084.08,1077.45
1078.01,1080.7,1085.3,1075.5
1085.87,1078.01,1088.7,1077.6
1099.96,1085.87,1100.77,1085.4
1102.4,1099.96,1106.3,1092.67
1099.45,1101.9,1104.8,1097.61
1093.04,1099.45,1101.85,1091.96
1088.09,1093.04,1093.9,1084.11
1086.54,1088.09,1093.3,1085.65
1098.01,1086.54,1098.64,1085.31
1095.23,1097.75,1100.4,1094.81
1099.3,1095.23,1100.76,1088.54
1108.25,1099.3,1110.15,1096.21
1101.56,1108.25,1112.32,1101.47
1097.88,1101.22,1102.21,1095.46
1101.77,1097.67,1104.2,1094.06
1108.87,1101.77,1109.2,1097.9
1108.62,1108.87,1114.97,1107.93
1111.82,1108.62,1113.7,1108.27
1110.56,1111.75,1112.84,1109.7
1108.4,1108.95,1112.3,1107.65
1105.83,1108.4,1116.48,1105.37
1100.71,1105.83,1106.7,1097.49
1102.65,1100.71,1103.19,1093.87
1101.28,1102.4,1102.86,1097.51
1103.05,1102.05,1106.7,1100.1
1096.83,1103.05,1105.1,1095.35
1101.52,1096.83,1102.6,1094.87
1102.35,1101.52,1103.35,1099.63
1110.81,1101.95,1112.84,1097.33
1115.0,1111.41,1117.09,1108.4
1127.41,1115.05,1127.41,1115.0
1132.08,1127.5,1133.27,1123.9
1125.64,1132.08,1136.8,1119.25
1138.12,1125.97,1139.01,1121.38
1131.91,1138.35,1139.11,1128.83
1129.3,1131.71,1133.5,1125.53
1111.66,1129.15,1130.95,1111.32
1122.03,1111.83,1124.36,1110.59
1113.51,1122.07,1128.15,1111.61
1106.73,1113.5,1120.0,1105.46
1103.69,1106.62,1109.6,1100.73
1101.9,1103.69,1106.78,1099.35
1105.07,1101.9,1109.2,1100.35
1103.73,1105.05,1107.55,1102.75
1107.49,1104.25,1108.38,1103.05
1108.99,1106.31,1113.4,1105.88
1098.3,1108.99,1109.5,1096.77
1091.29,1098.3,1101.6,1089.36
1086.48,1091.23,1097.8,1084.1
1086.13,1085.89,1089.9,1083.7
1095.57,1085.82,1095.91,1085.6
1092.93,1095.57,1096.9,1089.18
1096.74,1092.98,1097.15,1089.95
1093.96,1096.74,1098.0,1092.64
1101.64,1094.26,1103.89,1092.9
1092.06,1101.61,1102.78,1091.14
1092.34,1092.06,1099.5,1091.57
1084.45,1092.39,1096.28,1081.72
1083.79,1084.57,1087.7,1078.84
1083.25,1083.11,1085.4,1077.67
1083.02,1083.26,1086.5,1081.5
1084.07,1083.33,1085.8,1076.0
1080.97,1084.0,1085.8,1079.62
1076.39,1080.97,1082.35,1075.1
1069.01,1077.6,1077.86,1068.36
1064.38,1069.01,1072.8,1063.7
1070.32,1064.37,1073.57,1064.01
1077.34,1069.94,1078.85,1067.8
1081.35,1077.07,1083.03,1075.71
1081.83,1081.25,1083.4,1079.19
1081.34,1081.67,1084.63,1080.57
1080.35,1081.4,1083.6,1077.8
1094.01,1080.2,1097.2,1078.68
1087.99,1094.11,1095.0,1087.01
1097.14,1088.4,1097.9,1084.8
1093.24,1097.14,1098.8,1092.22
1092.97,1093.22,1101.2,1089.88
1088.61,1092.97,1098.3,1088.4
1083.72,1089.16,1095.8,1083.46
1090.45,1084.1,1091.35,1083.6
1095.37,1090.45,1096.15,1088.15
1096.28,1095.39,1099.15,1093.67
1093.32,1096.16,1097.92,1092.48
1096.68,1093.32,1096.75,1088.9
1096.96,1097.55,1098.31,1096.39
1107.92,1097.02,1108.35,1096.69
1109.43,1107.75,1112.21,1104.19
1108.68,1109.43,1111.62,1104.49
1113.01,1108.68,1115.64,1106.89
1116.2,1113.35,1117.31,1109.4
1107.58,1116.15,1117.8,1106.87
1107.51,1107.6,1110.8,1103.9
1113.65,1107.43,1114.7,1106.82
1124.54,1113.7,1124.8,1110.75
1118.87,1124.95,1126.95,1118.12
1121.45,1118.87,1123.25,1117.75
1110.86,1121.45,1123.2,1108.0
1113.44,1110.72,1116.19,1105.9
1112.17,1113.4,1118.32,1109.19
1116.62,1112.35,1119.6,1111.89
1118.74,1116.62,1120.74,1115.77
1115.15,1118.67,1124.69,1112.27
1105.58,1113.78,1114.9,1101.33
1103.2,1105.94,1108.8,1100.6
1101.38,1102.85,1104.8,1098.2
1106.73,1101.46,1109.23,1100.67
1110.18,1106.09,1112.63,1104.9
1111.98,1109.56,1113.33,1108.12
1122.95,1111.99,1126.47,1110.84
1120.16,1122.94,1128.6,1118.4
1120.03,1120.07,1121.8,1115.2
1125.21,1119.41,1126.97,1115.77
1123.5,1125.19,1127.03,1119.08
1122.6,1123.5,1125.53,1117.55
